,paragraph,guide_id,paragraph_id,possible_citations
10,"The Court has found the positive obligation under Article 2 to take appropriate steps to safeguard the lives of those within its jurisdiction to apply in the context of any activity, whether public or not, in which the right to life may be at stake (Centre for Legal Resources on behalf of Valentin Câmpeanu v. Romania [GC], 2014, § 130).",guide_art_2_eng,11,"{""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-60329"": ""CASE OF CALVELLI AND CIGLIO v. ITALY"", ""001-61887"": ""CASE OF VO v. FRANCE"", ""001-67614"": ""CASE OF \u00d6NERYILDIZ v. TURKEY"", ""001-85436"": ""CASE OF BUDAYEVA AND OTHERS v. RUSSIA"", ""001-109283"": ""CASE OF KOLYADENKO AND OTHERS v. RUSSIA"", ""001-145790"": ""CASE OF BRINCAT AND OTHERS v. MALTA"", ""001-158803"": ""CASE OF M. \u00d6ZEL AND OTHERS v. TURKEY"", ""001-43930"": ""LERAY, GUILCHER, AMEON, MARGUE et MAD contre la FRANCE"", ""001-96252"": ""AFFAIRE KALENDER c. TURQUIE"", ""001-75350"": ""AFFAIRE PEREIRA HENRIQUES c. LUXEMBOURG"", ""001-138479"": ""KOCESKI v. \""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA\"""", ""001-110253"": ""CASE OF \u0130LBEYI KEMALO\u011eLU AND MERIYE KEMALO\u011eLU v. TURKEY"", ""001-83946"": ""RAJKOWSKA v. POLAND"", ""001-104859"": ""CASE OF ANNA TODOROVA v. BULGARIA"", ""001-90321"": ""FURDIK v. SLOVAKIA"", ""001-138597"": ""CASE OF VILNES AND OTHERS v. NORWAY"", ""001-120956"": ""AFFAIRE NENCHEVA ET AUTRES c. BULGARIE"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-78458"": ""AFFAIRE PA\u015eA ET ERKAN EROL c. TURQUIE"", ""001-88770"": ""CASE OF ALBEKOV AND OTHERS v. RUSSIA"", ""001-140390"": ""AFFAIRE ORUK c. TURQUIE"", ""001-84667"": ""CASE OF OSMANO\u011eLU v. TURKEY"", ""001-84438"": ""CASE OF DODOV v. BULGARIA""}"
11,"Thus, the Court has found positive obligations to arise under Article 2 in a number of different contexts, such as, for example:       in the context of healthcare (Calvelli and Ciglio v. Italy [GC], 2022; Vo v. France [GC], 2004); in the context of dangerous activities, including industrial or environmental disasters (Öneryıldız v. Turkey [GC], 2004; Budayeva and Others v. Russia, 2008,; Kolyadenko and Others v. Russia, 2012,; Brincat and Others v. Malta, 2014; M. Özel and Others v. Turkey, 2015); in the context of incidents on board a ship (Leray and Others v. France (dec.), 2001), on trains (Kalender v. Turkey, 2009), on a construction site (Pereira Henriques v. Luxembourg, 2006), at a playground (Koceski v. the former Yugoslav Republic of Macedonia (dec.), 2013); or at a school (Ilbeyi Kemaloğlu and Meriye Kemaloğlu v. Turkey, 2012); in the context of road safety (Rajkowska v. Poland (dec.), 2007; Anna Todorova v. Bulgaria, 2011); the provision of emergency services (Furdík v. Slovakia (dec.), 2008); or diving operations in deep sea (Vilnes and Others v. Norway, 2013); in the context of medical care and assistance given to vulnerable persons institutionalised in State facilities (Nencheva and Others v. Bulgaria, 2013; Centre for Legal Resources on behalf of Valentin Câmpeanu v. Romania [GC], 2014; Dumpe v. Latvia (dec.), 201). In the context of the State’s failure to properly secure an area mined by the military (Paşa and Erkan Erol v. Turkey, 2006; Albekov and Others v. Russia, 2008); to secure and supervise a firing range containing unexploded ordonance (Oruk v. Turkey, 2014); and to react promptly to a disappearance in life-threatening circumstances (Osmanoğlu v. Turkey, 2008; Dodov v. Bulgaria, 2008).  In the context of an operation to rescue migrants who were drowning while trying to cross borders at sea (Safi and Others v. Greece, 2022) or a river (Alhowais v. Hungary, 2023).",guide_art_2_eng,12,"{""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-60329"": ""CASE OF CALVELLI AND CIGLIO v. ITALY"", ""001-61887"": ""CASE OF VO v. FRANCE"", ""001-67614"": ""CASE OF \u00d6NERYILDIZ v. TURKEY"", ""001-85436"": ""CASE OF BUDAYEVA AND OTHERS v. RUSSIA"", ""001-109283"": ""CASE OF KOLYADENKO AND OTHERS v. RUSSIA"", ""001-145790"": ""CASE OF BRINCAT AND OTHERS v. MALTA"", ""001-158803"": ""CASE OF M. \u00d6ZEL AND OTHERS v. TURKEY"", ""001-43930"": ""LERAY, GUILCHER, AMEON, MARGUE et MAD contre la FRANCE"", ""001-96252"": ""AFFAIRE KALENDER c. TURQUIE"", ""001-75350"": ""AFFAIRE PEREIRA HENRIQUES c. LUXEMBOURG"", ""001-138479"": ""KOCESKI v. \""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA\"""", ""001-110253"": ""CASE OF \u0130LBEYI KEMALO\u011eLU AND MERIYE KEMALO\u011eLU v. TURKEY"", ""001-83946"": ""RAJKOWSKA v. POLAND"", ""001-104859"": ""CASE OF ANNA TODOROVA v. BULGARIA"", ""001-90321"": ""FURDIK v. SLOVAKIA"", ""001-138597"": ""CASE OF VILNES AND OTHERS v. NORWAY"", ""001-120956"": ""AFFAIRE NENCHEVA ET AUTRES c. BULGARIE"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-78458"": ""AFFAIRE PA\u015eA ET ERKAN EROL c. TURQUIE"", ""001-88770"": ""CASE OF ALBEKOV AND OTHERS v. RUSSIA"", ""001-140390"": ""AFFAIRE ORUK c. TURQUIE"", ""001-84667"": ""CASE OF OSMANO\u011eLU v. TURKEY"", ""001-84438"": ""CASE OF DODOV v. BULGARIA"", ""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
12,"In a case where the applicant’s husband died after being hit by a tree in a health resort, the Court has held that the State’s duty to safeguard the right to life extended to the taking of reasonable measures to ensure the safety of individuals in public places (Ciechońska v. Poland, 2011, § 67).",guide_art_2_eng,13,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
13,"However, the Court has underlined, many times, that Article 2 of the Convention cannot be interpreted as guaranteeing to every individual an absolute level of security in any activity in which the right to life may be at stake, in particular when the person concerned bears a degree of responsibility for the accident having exposed himself or herself to unjustified danger (Molie v. Romania (dec.), 2009, § 44; Koseva v. Bulgaria (dec.), 2010; Gōkdemir v. Turkey (dec.), 2015, § 17; Çakmak v. Turkey (dec.), 2017).",guide_art_2_eng,14,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
14,"Nonetheless, in the very particular context of detention, the Court has held that there are certain basic precautions which the authorities are expected to take in all cases in order to minimise any potential risk to protect the health and well-being of persons deprived of their liberty (Daraibou v. Croatia, 2023, § 84 and the cases cited therein).",guide_art_2_eng,15,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
15,"As mentioned above, the positive obligations of the State arise in different contexts, some of which are referred to below.",guide_art_2_eng,16,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
16,"The Court has held that Article 2 of the Convention implies in certain well-defined circumstances a positive obligation on the authorities to take preventive operational measures to protect an individual whose life is at risk from the criminal acts of another individual (Osman v. the United Kingdom, 1998, § 115; Branko Tomašić and Others v. Croatia, 2009, § 50). involved in mind the difficulties",guide_art_2_eng,17,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
17,"However, bearing in policing modern societies, the unpredictability of human conduct and the operational choices which must be made in terms of priorities and resources, such an obligation must be interpreted in a way which does not impose an impossible or disproportionate burden on the authorities. Accordingly, for the Court not every claimed risk to life can entail for the authorities a Convention requirement to take operational measures to prevent that risk from materialising (Osman v. the United Kingdom, 1998, § 116; Choreftakis and Choreftaki v. Greece, 2012, § 46).",guide_art_2_eng,18,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
18,"In this respect, the Court takes into consideration the need to ensure that the police exercise their powers to control and prevent crime in a manner which fully respects the due process and other guarantees which legitimately place restraints on the scope of their action to investigate crime and bring offenders to justice, including the guarantees contained in Articles 5 and 8 of the Convention (Osman v. the United Kingdom, 1998, § 116).",guide_art_2_eng,19,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
19,"For a positive obligation to arise it must be established that the authorities knew or ought to have known at the time of the existence of a real and immediate risk to the life of an identified individual or individuals from the criminal acts of a third party and that they failed to take measures within the scope of their powers which, judged reasonably, might have been expected to avoid that risk (Mastromatteo v. Italy [GC], 2002, § 68; Paul and Audrey Edwards v. the United Kingdom, 2002, § 55).",guide_art_2_eng,20,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM""}"
20,"In this regard, the Court has underlined that the duty to take preventive operational measures under Article 2 is an obligation of means, not of result. Thus, in circumstances where the competent authorities have become aware of a real and immediate risk to life triggering their duty to act, and have responded to the identified risk by taking appropriate measures within their powers in order to prevent that risk from materialising, the fact that such measures may nonetheless fail to achieve the desired result is not in itself capable of justifying the finding of a violation under this head. On the other hand, the Court observes that in this context, the assessment of the nature and level of risk constitutes an integral part of the duty to take preventive operational measures where the presence of a risk so requires. Thus, an examination of the State’s compliance with this duty under Article 2 must comprise an analysis of both the adequacy of the assessment of risk conducted by the domestic authorities and, where a relevant risk triggering the duty to act was or ought to have been identified, the adequacy of the preventive measures taken (Kurt v. Austria [GC], 2021, § 160).",guide_art_2_eng,21,"{""001-218457"": ""AFFAIRE SAFI ET AUTRES c. GR\u00c8CE"", ""001-222791"": ""CASE OF ALHOWAIS v. HUNGARY"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-99972"": ""KOSEVA v. BULGARIA"", ""001-155477"": ""G\u00d6KDEM\u0130R v. TURKEY"", ""001-179667"": ""\u00c7AKMAK v. TURKEY"", ""001-222311"": ""CASE OF DARAIBOU v. CROATIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM"", ""001-210463"": ""CASE OF KURT v. AUSTRIA"", ""001-213519"": ""CASE OF DERENIK MKRTCHYAN AND GAYANE MKRTCHYAN v. ARMENIA"", ""001-218456"": ""CASE OF TAGIYEVA v. AZERBAIJAN"", ""001-189426"": ""CASE OF FERNANDES DE OLIVEIRA v. PORTUGAL"", ""001-92945"": ""CASE OF OPUZ v. TURKEY"", ""001-210854"": ""CASE OF TKHELIDZE v. GEORGIA"", ""001-215716"": ""CASE OF A AND B v. GEORGIA"", ""001-114473"": ""CASE OF VAN COLLE v. THE UNITED KINGDOM"", ""001-202621"": ""CASE OF A AND B v. ROMANIA"", ""001-58524"": ""CASE OF KILI\u00c7 v. TURKEY"", ""001-58523"": ""CASE OF MAHMUT KAYA v. TURKEY"", ""001-128041"": ""AFFAIRE YABANSU ET AUTRES c. TURQUIE"", ""001-195544"": ""CASE OF OLEWNIK-CIEPLI\u0143SKA AND OLEWNIK v. POLAND"", ""001-108572"": ""CASE OF GOROVENKY AND BUGARA v. UKRAINE"", ""001-146392"": ""CASE OF BLJAKAJ AND OTHERS v. CROATIA"", ""001-172660"": ""CASE OF TAGAYEVA AND OTHERS v. RUSSIA"", ""001-98238"": ""FINOGENOV AND OTHERS v. RUSSIA""}"
21,"For the Court it is sufficient for an applicant to show that the authorities did not do all that could be reasonably expected of them to avoid a real and immediate risk to life of which they have or ought to have knowledge. This question in its view could only be answered in the light of all the circumstances of the case at hand (Osman v. the United Kingdom, 1998, § 116). Moreover, the Court must be cautious about revisiting events with the wisdom of hindsight. This means that a given case in which a real and immediate risk materialised must be assessed from the point of view of what was known to the competent authorities at the relevant time. (Kurt v. Austria [GC], 2021, § 160).",guide_art_2_eng,22,"{""001-210463"": ""CASE OF KURT v. AUSTRIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-213519"": ""CASE OF DERENIK MKRTCHYAN AND GAYANE MKRTCHYAN v. ARMENIA"", ""001-218456"": ""CASE OF TAGIYEVA v. AZERBAIJAN"", ""001-189426"": ""CASE OF FERNANDES DE OLIVEIRA v. PORTUGAL"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-92945"": ""CASE OF OPUZ v. TURKEY"", ""001-210854"": ""CASE OF TKHELIDZE v. GEORGIA"", ""001-215716"": ""CASE OF A AND B v. GEORGIA"", ""001-114473"": ""CASE OF VAN COLLE v. THE UNITED KINGDOM"", ""001-202621"": ""CASE OF A AND B v. ROMANIA"", ""001-58524"": ""CASE OF KILI\u00c7 v. TURKEY"", ""001-58523"": ""CASE OF MAHMUT KAYA v. TURKEY"", ""001-128041"": ""AFFAIRE YABANSU ET AUTRES c. TURQUIE"", ""001-195544"": ""CASE OF OLEWNIK-CIEPLI\u0143SKA AND OLEWNIK v. POLAND"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-108572"": ""CASE OF GOROVENKY AND BUGARA v. UKRAINE"", ""001-146392"": ""CASE OF BLJAKAJ AND OTHERS v. CROATIA"", ""001-172660"": ""CASE OF TAGAYEVA AND OTHERS v. RUSSIA"", ""001-98238"": ""FINOGENOV AND OTHERS v. RUSSIA""}"
22,"If the Court considers that it has not been established that the authorities knew or ought to have known at the relevant time of the existence of a risk which was both real and immediate, no obligation would be triggered to take preventive operational measures in that regard (Kurt v. Austria [GC], 2021, § 211; see also Derenik Mkrtchyan and Gayane Mkrtchyan v. Armenia, 2021, §§ 59-60, which concerned the death of a child of ten years with pre-existing health issues, during a fight with his peers in class while the teacher was absent; Tagiyeva v. Azerbaijan, 2022, §§ 60-66, where a well-known writer and columnist, who had a fatwa issued against him several years prior to the events in Iran, was fatally stabbed by an unknown person and Fernandes de Oliveira v. Portugal [GC], 2019, § 131-132, albeit in a different context, namely suicide).",guide_art_2_eng,23,"{""001-210463"": ""CASE OF KURT v. AUSTRIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-213519"": ""CASE OF DERENIK MKRTCHYAN AND GAYANE MKRTCHYAN v. ARMENIA"", ""001-218456"": ""CASE OF TAGIYEVA v. AZERBAIJAN"", ""001-189426"": ""CASE OF FERNANDES DE OLIVEIRA v. PORTUGAL"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-92945"": ""CASE OF OPUZ v. TURKEY"", ""001-210854"": ""CASE OF TKHELIDZE v. GEORGIA"", ""001-215716"": ""CASE OF A AND B v. GEORGIA"", ""001-114473"": ""CASE OF VAN COLLE v. THE UNITED KINGDOM"", ""001-202621"": ""CASE OF A AND B v. ROMANIA"", ""001-58524"": ""CASE OF KILI\u00c7 v. TURKEY"", ""001-58523"": ""CASE OF MAHMUT KAYA v. TURKEY"", ""001-128041"": ""AFFAIRE YABANSU ET AUTRES c. TURQUIE"", ""001-195544"": ""CASE OF OLEWNIK-CIEPLI\u0143SKA AND OLEWNIK v. POLAND"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-108572"": ""CASE OF GOROVENKY AND BUGARA v. UKRAINE"", ""001-146392"": ""CASE OF BLJAKAJ AND OTHERS v. CROATIA"", ""001-172660"": ""CASE OF TAGAYEVA AND OTHERS v. RUSSIA"", ""001-98238"": ""FINOGENOV AND OTHERS v. RUSSIA""}"
23,"The Court has considered the State to have an obligation to take preventive operational measures to protect one or more individuals identifiable in advance as the potential target of a lethal act in contexts such as:  murder of a prisoner (Paul and Audrey Edwards v. the United Kingdom, 2002, §57);  domestic violence (Branko Tomašić and Others v. Croatia, 2009, §§ 52-53; Opuz v. Turkey, 2009, § 129; Tkhelidze v. Georgia, 2021, § 57; A and B v. Georgia, 2022, § 49);  protection of witnesses in criminal proceedings (Van Colle v. the United Kingdom, 2012, and A and B v. Romania, 2020, § 118);  killing of individuals in a conflict zone (Kılıç v. Turkey, 2000, § 63; Mahmut Kaya v. Turkey, 2000, § 88);  killing of a conscript during military service (Yabansu and Others v. Turkey, 2013, § 91).  kidnapping of an individual (Olewnik-Cieplińska and Olewnik v. Poland, 2019, § 125).",guide_art_2_eng,24,"{""001-210463"": ""CASE OF KURT v. AUSTRIA"", ""001-58257"": ""CASE OF OSMAN v. THE UNITED KINGDOM"", ""001-213519"": ""CASE OF DERENIK MKRTCHYAN AND GAYANE MKRTCHYAN v. ARMENIA"", ""001-218456"": ""CASE OF TAGIYEVA v. AZERBAIJAN"", ""001-189426"": ""CASE OF FERNANDES DE OLIVEIRA v. PORTUGAL"", ""001-60323"": ""CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM"", ""001-90625"": ""CASE OF BRANKO TOMA\u0160I\u0106 AND OTHERS v. CROATIA"", ""001-92945"": ""CASE OF OPUZ v. TURKEY"", ""001-210854"": ""CASE OF TKHELIDZE v. GEORGIA"", ""001-215716"": ""CASE OF A AND B v. GEORGIA"", ""001-114473"": ""CASE OF VAN COLLE v. THE UNITED KINGDOM"", ""001-202621"": ""CASE OF A AND B v. ROMANIA"", ""001-58524"": ""CASE OF KILI\u00c7 v. TURKEY"", ""001-58523"": ""CASE OF MAHMUT KAYA v. TURKEY"", ""001-128041"": ""AFFAIRE YABANSU ET AUTRES c. TURQUIE"", ""001-195544"": ""CASE OF OLEWNIK-CIEPLI\u0143SKA AND OLEWNIK v. POLAND"", ""001-60707"": ""CASE OF MASTROMATTEO v. ITALY"", ""001-108625"": ""AFFAIRE CHOREFTAKIS ET CHOREFTAKI c. GRECE"", ""001-108572"": ""CASE OF GOROVENKY AND BUGARA v. UKRAINE"", ""001-146392"": ""CASE OF BLJAKAJ AND OTHERS v. CROATIA"", ""001-172660"": ""CASE OF TAGAYEVA AND OTHERS v. RUSSIA"", ""001-98238"": ""FINOGENOV AND OTHERS v. RUSSIA""}"
